customer_id,customer_city,customer_state_province,customer_country,birthdate,marital_status,yearly_income,gender,num_children_at_home,education,acct_open_date,member_card
1512,Pomona,Washington,USA,1928.09.21,S,$50K - $70K,M,0,Bachelors Degree,1990.05.09,Silver
1513,Redwood City,Washington,USA,1955.10.05,M,$70K - $90K,M,1,Partial High School,1992.07.05,Bronze
1514,N. Vancouver,British Columbia,Canada,1920.08.14,M,$50K - $70K,F,0,Bachelors Degree,1991.04.16,Bronze
1515,San Carlos,Washington,USA,1944.07.18,M,$30K - $50K,F,0,Partial College,1994.02.01,Silver
1516,Concord,Washington,USA,1940.06.08,M,$10K - $30K,M,0,Partial High School,1993.12.16,Normal
1517,Berkeley,Washington,USA,1940.09.19,M,$10K - $30K,M,3,Bachelors Degree,1992.08.14,Normal
1518,San Francisco,Washington,USA,1923.08.09,S,$50K - $70K,F,0,Bachelors Degree,1993.12.19,Bronze
1519,Richmond,British Columbia,Canada,1976.01.19,M,$30K - $50K,M,0,High School Degree,1993.06.14,Golden
1520,Port Hammond,British Columbia,Canada,1912.05.12,M,$10K - $30K,M,1,Partial High School,1991.06.28,Normal
1521,Novato,Washington,USA,1944.07.10,S,$30K - $50K,M,0,High School Degree,1990.08.28,Bronze
1522,Novato,Washington,USA,1937.03.05,S,$30K - $50K,M,0,Partial College,1991.09.10,Bronze
1523,Acapulco,Guerrero,Mexico,1977.05.08,S,$70K - $90K,M,0,Partial High School,1990.02.02,Silver
1524,Corvallis,Oregon,USA,1913.12.18,M,$10K - $30K,F,4,Partial High School,1991.04.15,Normal
1525,Santa Monica,Washington,USA,1929.07.27,M,$90K - $110K,F,2,High School Degree,1993.02.16,Bronze
1526,Port Hammond,British Columbia,Canada,1921.04.10,M,$30K - $50K,M,3,High School Degree,1992.01.04,Golden
1527,Lincoln Acres,Washington,USA,1940.04.18,M,$10K - $30K,F,4,Partial College,1993.06.03,Silver
1528,Spokane,Washington,USA,1969.08.14,M,$30K - $50K,F,3,High School Degree,1992.10.15,Golden
1529,Corvallis,Oregon,USA,1935.02.25,M,$30K - $50K,F,0,Partial College,1992.08.08,Silver
1530,Mexico City,Mexico DF,Mexico,1944.10.15,M,$10K - $30K,F,3,Partial High School,1993.02.17,Normal
1531,Torrance,Washington,USA,1930.06.16,M,$50K - $70K,F,1,Partial High School,1990.05.12,Bronze
1532,Newport Beach,Washington,USA,1957.12.04,M,$110K - $130K,F,4,High School Degree,1992.11.24,Normal
1533,Port Orchard,Washington,USA,1920.11.12,M,$30K - $50K,M,3,Partial College,1992.04.19,Golden
1534,Novato,Washington,USA,1934.07.26,M,$30K - $50K,F,4,Partial High School,1991.10.19,Golden
1535,Cliffside,British Columbia,Canada,1969.11.05,S,$50K - $70K,M,0,Bachelors Degree,1993.11.11,Bronze
1536,Daly City,Washington,USA,1938.12.22,M,$30K - $50K,M,0,Partial College,1993.08.22,Bronze
1537,Bellflower,Washington,USA,1943.02.01,S,$30K - $50K,F,0,High School Degree,1994.06.19,Bronze
1538,Glendale,Washington,USA,1962.08.12,S,$110K - $130K,M,0,Partial High School,1992.05.26,Bronze
1539,Glendale,Washington,USA,1970.04.20,M,$50K - $70K,M,1,Partial College,1990.07.26,Bronze
1540,Grossmont,Washington,USA,1938.07.01,S,$30K - $50K,M,0,High School Degree,1993.06.09,Bronze
1541,Lynnwood,Washington,USA,1916.11.07,M,$10K - $30K,M,3,Partial High School,1990.10.09,Normal
1542,Santa Anita,Mexico DF,Mexico,1953.06.26,S,$50K - $70K,F,0,Bachelors Degree,1991.05.20,Bronze
1543,Issaquah,Washington,USA,1933.03.03,S,$90K - $110K,F,0,High School Degree,1993.06.02,Bronze
1544,N. Vancouver,British Columbia,Canada,1924.03.24,M,$50K - $70K,M,2,Bachelors Degree,1990.06.12,Silver
1545,Everett,Washington,USA,1926.05.04,M,$50K - $70K,M,0,Partial College,1992.01.03,Bronze
1546,Lemon Grove,Washington,USA,1979.02.03,S,$50K - $70K,F,0,Bachelors Degree,1992.06.19,Bronze
1547,Beaverton,Oregon,USA,1927.05.02,S,$70K - $90K,M,0,High School Degree,1990.05.12,Bronze
1548,Corvallis,Oregon,USA,1916.07.14,S,$10K - $30K,F,0,Partial High School,1994.08.21,Normal
1549,Newport Beach,Washington,USA,1911.03.18,S,$30K - $50K,M,0,High School Degree,1993.11.25,Bronze
1550,Orizaba,Veracruz,Mexico,1969.10.14,S,$30K - $50K,F,0,Partial High School,1991.11.08,Bronze
1551,Bremerton,Washington,USA,1966.11.17,M,$30K - $50K,F,2,High School Degree,1994.09.24,Bronze
1552,Vancouver,British Columbia,Canada,1967.08.04,M,$30K - $50K,F,0,Partial College,1992.02.06,Bronze
1553,Acapulco,Guerrero,Mexico,1934.06.08,M,$30K - $50K,F,0,Partial College,1991.05.09,Bronze
1554,Acapulco,Guerrero,Mexico,1927.10.27,M,$10K - $30K,M,3,Partial High School,1991.11.13,Normal
1555,Imperial Beach,Washington,USA,1943.09.11,M,$10K - $30K,F,2,Partial High School,1991.10.10,Normal
1556,Olympia,Washington,USA,1955.11.27,M,$50K - $70K,F,3,Bachelors Degree,1991.05.18,Golden
1557,Richmond,Washington,USA,1965.11.03,M,$10K - $30K,M,1,Partial High School,1991.05.14,Normal
1558,Santa Cruz,Washington,USA,1976.06.03,S,$50K - $70K,F,0,Bachelors Degree,1993.09.23,Bronze
1559,Pomona,Washington,USA,1919.11.05,S,$10K - $30K,F,0,Partial High School,1990.09.28,Normal
1560,La Cruz,Sinaloa,Mexico,1941.07.23,S,$30K - $50K,F,0,Partial College,1993.06.08,Bronze
1561,Chula Vista,Washington,USA,1925.09.26,M,$10K - $30K,F,3,Partial High School,1993.12.07,Normal
1562,Sedro Woolley,Washington,USA,1928.10.11,M,$130K - $150K,M,2,High School Degree,1991.07.08,Bronze
1563,Tixapan,Mexico DF,Mexico,1920.02.17,M,$30K - $50K,F,1,Bachelors Degree,1992.06.09,Bronze
1564,Spring Valley,Washington,USA,1953.04.10,M,$30K - $50K,M,3,Partial College,1993.05.16,Golden
1565,La Jolla,Washington,USA,1914.10.09,M,$50K - $70K,M,0,High School Degree,1990.04.17,Bronze
1566,San Andres,Mexico DF,Mexico,1922.10.18,M,$30K - $50K,M,1,High School Degree,1994.12.24,Bronze
1567,Spokane,Washington,USA,1963.10.02,M,$50K - $70K,M,1,Bachelors Degree,1991.09.22,Bronze
1568,Newton,British Columbia,Canada,1926.03.14,M,$70K - $90K,M,0,Bachelors Degree,1992.02.12,Bronze
1569,San Jose,Washington,USA,1925.09.15,S,$50K - $70K,M,0,Bachelors Degree,1992.04.03,Normal
1570,Lincoln Acres,Washington,USA,1950.10.04,M,$10K - $30K,M,0,Partial High School,1991.09.16,Normal
1571,Hidalgo,Zacatecas,Mexico,1958.05.10,S,$90K - $110K,F,0,Partial High School,1993.10.07,Bronze
1572,Beaverton,Oregon,USA,1944.07.07,M,$50K - $70K,M,4,High School Degree,1991.02.12,Silver
1573,Grossmont,Washington,USA,1916.03.07,S,$70K - $90K,M,0,Bachelors Degree,1993.02.17,Bronze
1574,Arcadia,Washington,USA,1947.03.20,M,$150K +,F,2,High School Degree,1993.01.23,Golden
1575,Lebanon,Oregon,USA,1934.07.03,M,$10K - $30K,M,2,Partial High School,1992.10.25,Normal
1576,Los Angeles,Washington,USA,1918.11.19,M,$90K - $110K,F,0,Graduate Degree,1993.03.03,Bronze
1577,Langley,British Columbia,Canada,1934.09.19,S,$10K - $30K,F,0,Partial High School,1991.05.25,Normal
1578,Merida,Yucatan,Mexico,1911.10.12,M,$30K - $50K,F,0,Partial College,1990.03.09,Bronze
1579,Everett,Washington,USA,1921.01.02,M,$110K - $130K,F,4,High School Degree,1993.09.08,Normal
1580,Edmonds,Washington,USA,1916.11.20,S,$10K - $30K,F,0,Partial High School,1993.07.08,Normal
1581,Sooke,British Columbia,Canada,1975.11.19,S,$70K - $90K,F,0,Graduate Degree,1991.11.22,Bronze
1582,W. Linn,Oregon,USA,1957.10.09,M,$30K - $50K,M,4,High School Degree,1993.07.11,Golden
1583,Redmond,Washington,USA,1948.04.07,M,$110K - $130K,F,1,High School Degree,1992.12.05,Bronze
1584,Bellflower,Washington,USA,1955.08.26,M,$10K - $30K,F,1,Bachelors Degree,1991.01.19,Normal
1585,Anacortes,Washington,USA,1928.02.09,S,$30K - $50K,F,0,High School Degree,1993.11.08,Silver
1586,Bellingham,Washington,USA,1955.10.25,S,$30K - $50K,F,0,Partial College,1993.01.18,Bronze
1587,Milwaukie,Oregon,USA,1925.02.27,M,$150K +,M,1,Graduate Degree,1994.08.20,Silver
1588,Acapulco,Guerrero,Mexico,1943.11.22,S,$110K - $130K,M,0,High School Degree,1991.10.07,Bronze
1589,Redmond,Washington,USA,1947.04.20,M,$30K - $50K,M,0,High School Degree,1993.09.22,Normal
1590,Orizaba,Veracruz,Mexico,1951.03.14,M,$10K - $30K,F,0,Partial High School,1992.08.10,Normal
1591,Redwood City,Washington,USA,1958.01.10,M,$30K - $50K,F,2,High School Degree,1993.01.09,Bronze
1592,Novato,Washington,USA,1917.05.07,M,$110K - $130K,M,1,Graduate Degree,1992.03.10,Bronze
1593,Merida,Yucatan,Mexico,1964.10.04,S,$30K - $50K,F,0,Partial High School,1992.04.15,Bronze
1594,Milwaukie,Oregon,USA,1974.08.22,M,$90K - $110K,M,0,Partial High School,1993.09.23,Bronze
1595,Lemon Grove,Washington,USA,1960.03.23,S,$10K - $30K,M,0,Partial High School,1990.01.18,Normal
1596,Imperial Beach,Washington,USA,1929.01.21,M,$70K - $90K,M,1,Bachelors Degree,1992.07.03,Bronze
1597,Guadalajara,Jalisco,Mexico,1950.09.18,M,$10K - $30K,F,0,Partial High School,1992.11.26,Normal
1598,Port Orchard,Washington,USA,1964.05.05,M,$10K - $30K,M,0,Partial High School,1992.03.12,Normal
1599,Downey,Washington,USA,1945.03.19,S,$10K - $30K,F,0,Partial High School,1993.07.01,Normal
1600,Newton,British Columbia,Canada,1914.04.09,M,$50K - $70K,M,4,Bachelors Degree,1993.03.13,Bronze
1601,San Gabriel,Washington,USA,1919.05.15,S,$70K - $90K,M,0,Partial High School,1994.02.10,Bronze
1602,San Gabriel,Washington,USA,1950.02.10,S,$10K - $30K,F,0,Bachelors Degree,1992.11.17,Normal
1603,Mill Valley,Washington,USA,1952.02.10,M,$10K - $30K,F,2,Partial High School,1990.02.16,Normal
1604,Sedro Woolley,Washington,USA,1932.07.02,M,$50K - $70K,F,0,Bachelors Degree,1993.01.27,Bronze
1605,Newport Beach,Washington,USA,1968.08.24,S,$50K - $70K,M,0,Bachelors Degree,1990.05.26,Silver
1606,Lake Oswego,Oregon,USA,1974.03.18,M,$50K - $70K,M,1,Partial College,1991.09.27,Bronze
1607,Olympia,Washington,USA,1955.11.22,M,$50K - $70K,F,0,Bachelors Degree,1994.07.05,Bronze
1608,Burbank,Washington,USA,1946.11.16,M,$150K +,M,2,Partial High School,1991.08.15,Golden
1609,Oakland,Washington,USA,1968.06.22,M,$50K - $70K,F,0,Bachelors Degree,1992.03.05,Silver
1610,Bremerton,Washington,USA,1939.11.10,S,$30K - $50K,F,0,Partial College,1992.08.21,Bronze
1611,Salem,Oregon,USA,1957.03.08,S,$70K - $90K,M,0,Bachelors Degree,1991.07.14,Bronze
1612,Hidalgo,Zacatecas,Mexico,1958.08.04,M,$130K - $150K,M,2,Partial High School,1990.10.23,Bronze
1613,Downey,Washington,USA,1978.01.08,M,$110K - $130K,M,0,Bachelors Degree,1992.10.16,Bronze
1614,Orizaba,Veracruz,Mexico,1954.05.20,S,$50K - $70K,F,0,Bachelors Degree,1990.10.26,Bronze
1615,Tacoma,Washington,USA,1951.06.23,S,$30K - $50K,F,0,Partial College,1994.10.26,Bronze
1616,Chula Vista,Washington,USA,1952.03.10,S,$30K - $50K,M,0,High School Degree,1992.04.08,Bronze
1617,Milwaukie,Oregon,USA,1919.12.14,M,$130K - $150K,M,1,High School Degree,1990.09.15,Bronze
1618,Berkeley,Washington,USA,1912.05.06,M,$10K - $30K,F,0,Partial High School,1991.06.03,Normal
1619,Arcadia,Washington,USA,1952.10.12,M,$30K - $50K,M,4,High School Degree,1991.05.27,Golden
1620,Haney,British Columbia,Canada,1964.12.28,M,$70K - $90K,F,0,Bachelors Degree,1991.12.08,Bronze
1621,Burlingame,Washington,USA,1974.12.04,S,$70K - $90K,F,0,Partial High School,1991.12.04,Bronze
1622,Bremerton,Washington,USA,1973.04.20,M,$70K - $90K,M,1,Bachelors Degree,1994.04.13,Bronze
1623,N. Vancouver,British Columbia,Canada,1915.08.21,S,$30K - $50K,M,0,Partial College,1990.02.07,Bronze
1624,Milwaukie,Oregon,USA,1938.05.13,S,$30K - $50K,M,0,High School Degree,1994.02.25,Bronze
1625,Burnaby,British Columbia,Canada,1922.07.15,M,$150K +,M,0,Partial High School,1994.07.24,Golden
1626,Salem,Oregon,USA,1925.08.28,M,$130K - $150K,M,0,Partial High School,1993.08.13,Bronze
1627,Bellingham,Washington,USA,1917.11.07,S,$150K +,F,0,High School Degree,1991.07.14,Silver
1628,Everett,Washington,USA,1950.02.27,M,$90K - $110K,M,2,High School Degree,1992.06.20,Bronze
1629,Oak Bay,British Columbia,Canada,1977.05.02,S,$30K - $50K,M,0,High School Degree,1993.06.21,Bronze
1630,Richmond,Washington,USA,1927.08.22,S,$30K - $50K,M,0,Partial High School,1992.02.02,Bronze
1631,El Cajon,Washington,USA,1956.06.23,M,$30K - $50K,M,3,Partial High School,1990.10.26,Bronze
1632,Burbank,Washington,USA,1919.10.07,S,$10K - $30K,M,0,Partial High School,1994.11.05,Normal
1633,Bremerton,Washington,USA,1922.07.05,S,$10K - $30K,M,0,Partial High School,1991.06.08,Normal
1634,Bremerton,Washington,USA,1947.08.21,M,$10K - $30K,F,1,Partial High School,1994.11.20,Normal
1635,Kirkland,Washington,USA,1943.11.15,S,$10K - $30K,F,0,Partial High School,1993.06.24,Normal
1636,Hidalgo,Zacatecas,Mexico,1929.02.13,S,$30K - $50K,F,0,Partial High School,1991.08.02,Bronze
1637,Edmonds,Washington,USA,1971.09.13,M,$30K - $50K,F,5,High School Degree,1992.05.23,Normal
1638,Portland,Oregon,USA,1932.09.26,S,$150K +,M,0,Graduate Degree,1994.08.13,Silver
1639,Burlingame,Washington,USA,1918.02.09,M,$30K - $50K,F,4,High School Degree,1992.02.04,Golden
1640,Santa Cruz,Washington,USA,1967.12.22,S,$50K - $70K,M,0,Bachelors Degree,1993.09.20,Bronze
1641,Orizaba,Veracruz,Mexico,1913.10.22,M,$150K +,M,2,Bachelors Degree,1991.11.15,Golden
1642,Kirkland,Washington,USA,1960.11.16,M,$30K - $50K,F,3,High School Degree,1990.09.26,Golden
1643,Lincoln Acres,Washington,USA,1914.10.19,M,$70K - $90K,F,1,Graduate Degree,1994.05.25,Bronze
1644,Lemon Grove,Washington,USA,1979.08.10,S,$10K - $30K,M,0,Partial High School,1992.03.15,Normal
1645,San Francisco,Washington,USA,1968.09.09,S,$50K - $70K,M,0,High School Degree,1990.10.13,Bronze
1646,Lynnwood,Washington,USA,1942.07.12,S,$70K - $90K,M,0,Bachelors Degree,1992.06.02,Bronze
1647,Lakewood,Washington,USA,1945.04.21,M,$110K - $130K,F,1,Graduate Degree,1992.11.24,Bronze
1648,Lake Oswego,Oregon,USA,1940.05.02,M,$50K - $70K,F,1,Bachelors Degree,1990.11.11,Bronze
1649,Coronado,Washington,USA,1913.10.12,S,$50K - $70K,M,0,Bachelors Degree,1993.10.27,Bronze
1650,Altadena,Washington,USA,1970.08.25,M,$10K - $30K,M,2,Partial High School,1993.11.09,Normal
1651,Berkeley,Washington,USA,1940.10.28,S,$50K - $70K,M,0,Bachelors Degree,1993.06.12,Bronze
1652,Bellingham,Washington,USA,1958.09.22,S,$150K +,F,0,Bachelors Degree,1993.06.14,Silver
1653,Lakewood,Washington,USA,1962.01.20,S,$50K - $70K,F,0,Bachelors Degree,1993.02.16,Bronze
1654,Pomona,Washington,USA,1967.12.14,S,$10K - $30K,M,0,Partial High School,1990.12.06,Normal
1655,Marysville,Washington,USA,1916.01.22,S,$30K - $50K,M,0,High School Degree,1991.03.21,Bronze
1656,Altadena,Washington,USA,1932.02.07,S,$10K - $30K,F,0,Partial High School,1994.07.07,Normal
1657,Fremont,Washington,USA,1922.10.15,M,$110K - $130K,M,2,Partial High School,1993.05.27,Bronze
1658,Renton,Washington,USA,1919.05.22,S,$30K - $50K,F,0,High School Degree,1991.02.19,Bronze
1659,Ballard,Washington,USA,1917.03.07,M,$30K - $50K,F,0,High School Degree,1992.05.15,Bronze
1660,Salem,Oregon,USA,1942.04.19,S,$10K - $30K,F,0,Partial High School,1994.11.27,Normal
1661,Palo Alto,Washington,USA,1975.04.26,S,$10K - $30K,M,0,Partial High School,1990.04.22,Normal
1662,Victoria,British Columbia,Canada,1919.11.14,S,$10K - $30K,F,0,Partial High School,1994.04.24,Normal
1663,Santa Fe,Mexico DF,Mexico,1954.04.20,M,$30K - $50K,F,1,High School Degree,1993.03.07,Silver
1664,Oakland,Washington,USA,1922.04.09,M,$110K - $130K,M,2,Partial High School,1993.10.19,Bronze
1665,Pomona,Washington,USA,1916.03.05,S,$70K - $90K,F,0,Bachelors Degree,1994.09.16,Bronze
1666,West Covina,Washington,USA,1947.11.27,S,$10K - $30K,F,0,Partial High School,1992.07.23,Normal
1667,Beverly Hills,Washington,USA,1941.10.12,S,$10K - $30K,F,0,Partial High School,1990.09.22,Normal
1668,National City,Washington,USA,1921.04.04,S,$50K - $70K,F,0,High School Degree,1993.08.06,Bronze
1669,Beaverton,Oregon,USA,1969.08.10,M,$30K - $50K,F,5,Partial College,1994.09.21,Golden
1670,Sooke,British Columbia,Canada,1935.03.02,S,$10K - $30K,M,0,Partial High School,1990.05.06,Normal
1671,Imperial Beach,Washington,USA,1974.08.22,S,$10K - $30K,F,0,Partial High School,1993.06.02,Normal
1672,Richmond,British Columbia,Canada,1965.09.16,M,$30K - $50K,M,1,High School Degree,1991.09.01,Bronze
1673,Burien,Washington,USA,1916.03.22,M,$10K - $30K,F,2,Partial High School,1994.07.03,Normal
1674,Vancouver,British Columbia,Canada,1958.08.10,S,$10K - $30K,M,0,Partial High School,1993.09.08,Normal
1675,Burien,Washington,USA,1918.03.19,S,$130K - $150K,M,0,High School Degree,1992.11.12,Bronze
1676,Bremerton,Washington,USA,1977.05.04,M,$30K - $50K,M,1,High School Degree,1992.02.21,Bronze
1677,Milwaukie,Oregon,USA,1966.07.06,M,$50K - $70K,F,0,Bachelors Degree,1994.03.14,Bronze
1678,Daly City,Washington,USA,1942.10.18,S,$70K - $90K,F,0,Bachelors Degree,1992.02.24,Bronze
1679,Lemon Grove,Washington,USA,1939.11.21,M,$30K - $50K,M,0,High School Degree,1991.03.24,Bronze
1680,Long Beach,Washington,USA,1952.11.19,S,$10K - $30K,M,0,Partial High School,1993.08.06,Normal
1681,Lebanon,Oregon,USA,1919.09.23,M,$70K - $90K,F,4,Bachelors Degree,1993.07.08,Silver
1682,Albany,Oregon,USA,1970.11.04,S,$10K - $30K,F,0,Partial High School,1994.05.23,Normal
1683,Downey,Washington,USA,1946.10.12,M,$50K - $70K,M,2,Bachelors Degree,1994.04.20,Bronze
1684,Ballard,Washington,USA,1958.12.01,M,$50K - $70K,M,3,Partial High School,1990.10.01,Golden
1685,Bellingham,Washington,USA,1968.12.05,S,$10K - $30K,F,0,Partial High School,1994.10.25,Normal
1686,Edmonds,Washington,USA,1966.04.20,M,$150K +,M,0,Bachelors Degree,1992.03.07,Silver
1687,Metchosin,British Columbia,Canada,1971.08.08,S,$30K - $50K,M,0,Partial High School,1993.11.27,Bronze
1688,Richmond,Washington,USA,1924.04.26,M,$30K - $50K,F,2,High School Degree,1992.08.07,Bronze
1689,Redmond,Washington,USA,1977.06.02,M,$30K - $50K,M,0,Partial College,1992.03.06,Bronze
1690,Spokane,Washington,USA,1923.10.25,M,$150K +,M,2,Partial High School,1993.04.19,Golden
1691,Vancouver,British Columbia,Canada,1973.10.20,M,$50K - $70K,M,2,High School Degree,1993.03.23,Bronze
1692,San Diego,Washington,USA,1936.12.13,M,$50K - $70K,F,3,Bachelors Degree,1990.02.03,Normal
1693,Hidalgo,Zacatecas,Mexico,1963.05.16,M,$30K - $50K,M,3,High School Degree,1991.02.03,Golden
1694,Oak Bay,British Columbia,Canada,1913.07.08,S,$10K - $30K,M,0,Partial High School,1990.09.11,Normal
1695,Sedro Woolley,Washington,USA,1942.05.09,M,$30K - $50K,F,1,Partial High School,1992.06.08,Bronze
1696,Walla Walla,Washington,USA,1917.01.04,S,$130K - $150K,M,0,Partial High School,1992.07.14,Normal
1697,Colma,Washington,USA,1916.07.05,S,$70K - $90K,M,0,Bachelors Degree,1993.01.17,Bronze
1698,Los Angeles,Washington,USA,1941.08.22,S,$50K - $70K,M,0,Bachelors Degree,1991.03.18,Bronze
1699,Seattle,Washington,USA,1949.03.27,S,$30K - $50K,M,0,Partial High School,1994.02.23,Silver
1700,Renton,Washington,USA,1923.02.13,M,$30K - $50K,F,1,High School Degree,1993.10.09,Bronze
1701,Salem,Oregon,USA,1944.12.28,S,$10K - $30K,F,0,Partial High School,1990.06.03,Normal
1702,Torrance,Washington,USA,1916.04.25,S,$50K - $70K,M,0,Bachelors Degree,1991.09.20,Golden
1703,Bellingham,Washington,USA,1961.05.24,M,$50K - $70K,F,3,Bachelors Degree,1994.03.11,Golden
1704,Concord,Washington,USA,1945.09.12,S,$50K - $70K,M,0,Bachelors Degree,1991.11.26,Bronze
1705,Tlaxiaco,Oaxaca,Mexico,1961.07.12,M,$110K - $130K,M,2,Graduate Degree,1993.02.22,Golden
1706,Woodburn,Oregon,USA,1938.08.06,S,$50K - $70K,F,0,Partial High School,1992.11.06,Silver
1707,El Cajon,Washington,USA,1966.09.06,M,$10K - $30K,F,2,Partial High School,1991.03.20,Normal
1708,Seattle,Washington,USA,1962.08.23,S,$10K - $30K,M,0,High School Degree,1990.01.08,Normal
1709,Berkeley,Washington,USA,1950.08.23,S,$30K - $50K,M,0,High School Degree,1992.06.22,Bronze
1710,San Francisco,Washington,USA,1932.07.13,M,$130K - $150K,F,4,Partial College,1994.10.27,Silver
1711,Woodland Hills,Washington,USA,1935.04.21,S,$10K - $30K,M,0,Partial High School,1994.06.06,Normal
1712,Port Hammond,British Columbia,Canada,1942.08.14,M,$50K - $70K,M,1,Bachelors Degree,1992.04.09,Bronze
1713,Downey,Washington,USA,1973.10.13,M,$30K - $50K,M,4,High School Degree,1991.05.09,Golden
1714,Torrance,Washington,USA,1961.08.26,S,$90K - $110K,F,0,Partial High School,1991.07.18,Bronze
1715,San Carlos,Washington,USA,1942.02.13,M,$130K - $150K,F,5,Bachelors Degree,1991.10.10,Golden
1716,San Diego,Washington,USA,1948.08.23,M,$30K - $50K,F,1,Partial High School,1991.01.23,Silver
1717,Lake Oswego,Oregon,USA,1965.04.05,S,$70K - $90K,M,0,Graduate Degree,1991.08.25,Bronze
1718,Woodburn,Oregon,USA,1957.12.15,S,$30K - $50K,M,0,High School Degree,1991.10.09,Bronze
1719,Richmond,British Columbia,Canada,1976.01.22,M,$30K - $50K,M,2,High School Degree,1991.03.08,Bronze
1720,Spokane,Washington,USA,1922.02.08,S,$30K - $50K,F,0,High School Degree,1991.07.21,Bronze
1721,Albany,Oregon,USA,1964.02.03,M,$50K - $70K,M,4,Bachelors Degree,1990.06.14,Golden
1722,Mexico City,Mexico DF,Mexico,1973.11.21,S,$30K - $50K,F,0,High School Degree,1991.11.22,Bronze
1723,Torrance,Washington,USA,1959.06.22,M,$110K - $130K,M,0,High School Degree,1992.03.18,Bronze
1724,Newport Beach,Washington,USA,1917.01.09,M,$30K - $50K,F,1,High School Degree,1990.09.03,Bronze
1725,Woodland Hills,Washington,USA,1949.12.17,M,$10K - $30K,M,2,Partial High School,1990.02.25,Normal
1726,Camacho,Zacatecas,Mexico,1963.08.04,S,$50K - $70K,F,0,Partial College,1990.05.11,Bronze
1727,Coronado,Washington,USA,1928.12.10,S,$50K - $70K,F,0,Bachelors Degree,1992.09.14,Bronze
1728,Redwood City,Washington,USA,1937.01.02,M,$90K - $110K,F,4,Graduate Degree,1990.03.17,Silver
1729,Oregon City,Oregon,USA,1930.11.25,S,$110K - $130K,M,0,Partial High School,1991.01.14,Golden
1730,Oregon City,Oregon,USA,1962.08.20,M,$30K - $50K,F,1,High School Degree,1994.02.05,Bronze
1731,Bellflower,Washington,USA,1964.07.20,M,$10K - $30K,F,5,Partial High School,1991.02.21,Normal
1732,N. Vancouver,British Columbia,Canada,1943.02.12,M,$30K - $50K,M,1,High School Degree,1994.12.04,Bronze
1733,Lynnwood,Washington,USA,1922.05.18,S,$130K - $150K,F,0,Graduate Degree,1992.04.04,Bronze
1734,Sedro Woolley,Washington,USA,1974.06.17,S,$30K - $50K,F,0,High School Degree,1992.11.15,Bronze
1735,Sooke,British Columbia,Canada,1955.03.21,S,$150K +,F,0,High School Degree,1991.01.12,Silver
1736,Woodburn,Oregon,USA,1934.11.04,S,$70K - $90K,F,0,Bachelors Degree,1992.02.21,Bronze
1737,Spring Valley,Washington,USA,1955.05.10,M,$30K - $50K,M,2,Partial College,1993.03.09,Golden
1738,Glendale,Washington,USA,1926.10.25,S,$10K - $30K,M,0,Partial High School,1992.04.15,Normal
1739,San Francisco,Washington,USA,1956.05.07,S,$30K - $50K,M,0,Partial High School,1991.04.08,Bronze
1740,Guadalajara,Jalisco,Mexico,1946.08.19,M,$50K - $70K,F,1,Bachelors Degree,1991.06.17,Bronze
1741,Portland,Oregon,USA,1940.04.24,M,$70K - $90K,M,1,Bachelors Degree,1993.10.20,Bronze
1742,Newton,British Columbia,Canada,1928.10.19,M,$30K - $50K,F,1,High School Degree,1991.09.04,Bronze
1743,Long Beach,Washington,USA,1925.11.22,M,$50K - $70K,M,3,Bachelors Degree,1990.07.20,Golden
1744,Tacoma,Washington,USA,1926.08.09,M,$30K - $50K,M,3,High School Degree,1993.03.12,Golden
1745,Acapulco,Guerrero,Mexico,1963.06.13,M,$10K - $30K,M,2,Partial High School,1992.09.07,Normal
1746,Tixapan,Mexico DF,Mexico,1957.11.06,S,$10K - $30K,F,0,Partial High School,1991.09.21,Normal
1747,Imperial Beach,Washington,USA,1921.07.03,S,$30K - $50K,F,0,High School Degree,1991.08.18,Bronze
1748,Lakewood,Washington,USA,1976.09.21,S,$10K - $30K,F,0,Partial High School,1992.06.10,Normal
1749,Victoria,British Columbia,Canada,1916.09.24,S,$50K - $70K,M,0,High School Degree,1992.06.06,Bronze
1750,Burbank,Washington,USA,1915.12.13,S,$70K - $90K,F,0,Bachelors Degree,1990.09.15,Bronze
1751,Burien,Washington,USA,1928.05.15,M,$70K - $90K,F,3,Partial High School,1991.07.09,Golden
1752,Novato,Washington,USA,1950.02.06,M,$110K - $130K,M,2,High School Degree,1994.04.16,Bronze
1753,Merida,Yucatan,Mexico,1934.04.08,M,$10K - $30K,F,0,High School Degree,1994.10.15,Bronze
1754,Milwaukie,Oregon,USA,1949.08.05,S,$70K - $90K,F,0,Bachelors Degree,1991.11.01,Bronze
1755,Lemon Grove,Washington,USA,1957.05.19,M,$110K - $130K,F,1,Graduate Degree,1991.10.05,Bronze
1756,Imperial Beach,Washington,USA,1979.04.28,M,$10K - $30K,F,1,Partial College,1993.11.22,Normal
1757,Colma,Washington,USA,1935.07.03,M,$10K - $30K,F,1,Bachelors Degree,1993.08.12,Normal
1758,Port Orchard,Washington,USA,1925.10.25,S,$30K - $50K,F,0,Partial High School,1993.07.04,Bronze
1759,Downey,Washington,USA,1954.07.26,M,$10K - $30K,F,0,Partial High School,1990.02.17,Normal
